datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
10/1/2006 21:00,seattle,wa,us,light,20,20 seconds,A VERY bright and transluscent light that seemed to glow more than create a shape hovered above Lake Washington (so it seemed) in the W,10/30/2006,47.6063889,-122.3308333
10/1/2008 20:00,marysville,wa,us,circle,1800,aprox 30 minutes,2 unidentified objects above highway 2 in marysville washington,10/31/2008,48.0519444,-122.1758333
10/1/2008 20:45,leavenworth,wa,us,light,120,2 min,Big Light in the West Sky over Leavenworth Washington,10/31/2008,47.5963889,-120.6602778
10/1/2008 20:45,renton,wa,us,light,600,10 mins,lights seen at night,10/31/2008,47.4830556,-122.2158333
10/1/2008 21:30,lacey,wa,us,unknown,4,3 to 4 sec,Like a hot ember emitting sparks while leaving a long trail like a shooting star.,10/31/2008,47.0344444,-122.8219444
10/1/2010 21:00,arlington,wa,us,oval,300,5 minutes,Blue and red jelly bean shaped craft&#44 hovering over Arlington Airport&#44 Washington State.,6/8/2012,48.1988889,-122.1238889
10/1/2011 21:50,tenino,wa,us,light,180,2-3 minutes,Orange ball of light hovers and then ascends and suddenly disappears,10/10/2011,46.8569444,-122.8516667
10/12/1999 21:35,port townsend,wa,us,triangle,300,5 minutes,3 satellites forming a perfect isosceles triangle shape&#44 moving in complete unison from the NW to the SE and turning to the South.,10/19/1999,48.1172222,-122.7591667
10/12/2002 19:10,renton,wa,us,disk,3,3 seconds,Fast-moving saucer-shaped white light,10/15/2002,47.4830556,-122.2158333
10/12/2004 00:00,tacoma,wa,us,formation,4,4 seconds,Three orange circles without depth&#44 quickly&#44 randomly and fluidly dancing in tight formation&#44 moving silently,9/2/2005,47.2530556,-122.4430556
10/12/2004 21:10,belfair,wa,us,fireball,60,>1 min,Small Fireball moved from east to west over southern Hood Canal,10/27/2004,47.4508333,-122.8261111
10/12/2008 19:20,tacoma,wa,us,light,420,approx. 7 min.,Orange&#44 slow-moving light&#44 appeared to backfire and shoot out flames/sparks.Stopped at some points.,10/31/2008,47.2530556,-122.4430556
10/12/2009 20:00,yakima,wa,us,light,300,5 min,3 very bright lights stationary in the sky&#44 but separated  by approximately 10 degrees,2/14/2010,46.6022222,-120.5047222
10/13/1995 20:00,tacoma,wa,us,,180,3 min.,Woman repts. 5-6 &quot;rocket ship-shaped things&#44 w/sparks flying out back end&#44&quot; flying down vert.out of the night sky. Good rept.,11/2/1999,47.2530556,-122.4430556
10/13/2002 21:00,port angeles,wa,us,changing,180,3 minutes,what caught my attention of the evening of 13 oct 2002&#44 at approx. 9:00pm was am occurrance that I have recorded.  The object was trave,10/28/2002,48.1183333,-123.4294444
10/13/2006 13:00,trout lake,wa,us,unknown,300,5 minutes,Craft landing on Mt. Adams,10/30/2006,45.9975000,-121.5269444
10/13/2007 18:30,marysville,wa,us,cigar,900,15 minutes,Still really cannot pin point exactly what the objects were. It gave me an real weird feeling the way the moved.,11/28/2007,48.0519444,-122.1758333
10/13/2007 22:00,kennewick,wa,us,cylinder,300,hours,cylinder objects&#44 glowing moon size lights&#44 hundreds of tiny lights bouncing around house,11/28/2007,46.2113889,-119.1361111
10/13/2007 23:00,seattle,wa,us,unknown,7200,over 2 hours,Distant dancing light in the sky southeast of Seattle for prolonged time,11/28/2007,47.6063889,-122.3308333
10/13/2008 14:00,yakima,wa,us,unknown,120,several minutes,strange looking metalic objects  above yakima wa&#44 spinning&#44 then split up into different directions. big lower foating object vanished,10/31/2008,46.6022222,-120.5047222
10/13/2013 19:47,spokane,wa,us,flash,900,8-15 minutes,I was on the phone in my front yard when I looked up in the sky and saw strobe lights on a craft for approx 10 sec and stopped then the,10/14/2013,47.6588889,-117.4250000
10/13/2013 20:59,silverdale,wa,us,light,2640,5:44 minutes,Orange orbs&#44 lights in the night sky,10/23/2013,47.6447222,-122.6936111
10/14/1995 13:25,des moines,wa,us,,120,2 min.,Man repts.&quot;long silver obj.&#44 seemed to roll&#44 alternated from silver to gray.&quot;  Had a &quot;red glow&quot; near tail&#44 released gold/yellow sparks.,11/2/1999,47.4019444,-122.3230556
10/14/1995 22:30,dayton,wa,us,,5,5 sec.,Several young people witness &quot;lime-green&#44 glowing sphere&quot; descend from W to E in N sky&#44 disappear below hor.  Other repts.,11/2/1999,46.3238889,-117.9713889
10/14/1995 22:30,spokane,wa,us,,20,20 sec.,Empl. of KREM-TV calls regarding multiple sightings of bright green object w/ orange tail reported by multiple callers.,11/2/1999,47.6588889,-117.4250000
10/14/1999 20:20,mead  (near spokane),wa,us,light,3,3 seconds,I just let my dog out and look up and saw a blue light. I assume it was a shooting star however: It seemed to low and slow. I was looki,10/19/1999,47.7675000,-117.3538889
10/14/2002 18:45,dallesport,wa,us,light,60,1min.+,Bright Light With doubble V shaped vapor trail seen over The Dalles Dam.  ((Vandenberg rocket launch.  PD)),10/15/2002,45.6175000,-121.1783333
10/14/2002 19:00,vancouver (north of),wa,us,,120,several minutes,Bright white round light with wide fanned tail flying slowly north then suddenly disappearing  ((Vandenberg rocket launch.  PD)),10/15/2002,45.6388889,-122.6602778
10/14/2002 19:30,goldendale,wa,us,disk,300,5 minutes,Oct 15 - 7:30 p.m. a disk shaped object with bright triangular shaped jet blast rose from Centerville Valley then disappeared.,10/28/2002,45.8208333,-120.8205556
10/14/2003 11:30,yelm,wa,us,oval,900,15 minutes,Oval obj: FLASHING RED N WHITE KEOPPEN RD YELM WA,10/31/2003,46.9422222,-122.6047222
10/14/2012 12:50,centralia,wa,us,egg,900,15 minutes,Photo of an orange&#44 egg shaped light&#44 moving in a constant deliberate manner on a south to north course near Centralia&#44 Washington.,10/30/2012,46.7163889,-122.9530556
10/15/1952 21:00,richland,wa,us,circle,5,5 seconds,Night sighting of seven large luminous UFOs flying in &quot;V&quot; formation,11/21/2010,46.2858333,-119.2833333
10/15/1959 00:00,marysville,wa,us,other,75,1:15,UFO  Over  Golf Course,4/27/2007,48.0519444,-122.1758333
10/15/1971 18:00,bremerton,wa,us,disk,600,10 minutes,I was walking into my home one day at dusk and as i looked up saw these strange objects in the sky. I ran in and got my camera and took,10/12/2001,47.5675000,-122.6313889
10/15/1973 12:40,spokane,wa,us,circle,900,15 minutes,We don&#39t have craft that can fly this fast and make right turns at several thousand miles per hour,10/31/2008,47.6588889,-117.4250000
10/15/1977 23:00,kennewick,wa,us,light,300,5 minutes,Huge circular orbs of flaming red light flew above the river right in front of me one night while I was camping.,12/2/2000,46.2113889,-119.1361111
10/15/1979 21:00,gig harbor,wa,us,circle,600,10 minutes,Gig Harbor visitors and subsequent regression,2/18/2011,47.3294444,-122.5788889
10/15/1986 18:00,bellevue (yarrow point),wa,us,disk,10,1/2 hours,The saucer hovered over us&#44 it was huge&#44 orange and silent.,3/19/2009,47.6105556,-122.1994444
10/15/1988 02:00,bremerton,wa,us,circle,1800,30 minutes,Circular craft approximately 500 feet in diameter clearly seen at approximately 1500 feet altitude.,8/7/2011,47.5675000,-122.6313889
10/15/1988 13:00,tacoma,wa,us,circle,120,2 minutes,Disc follows fighter jets to air base,2/18/2011,47.2530556,-122.4430556
10/15/1990 21:30,auburn,wa,us,sphere,5,5 sec,Bright green ball of light on highway 167,10/11/2005,47.3075000,-122.2272222
10/15/1994 16:25,bellevue,wa,us,,1500,25 min.,Former mil. officer (ret.) w/ son &amp; 4 others witnessed a very bright obj. in cloudless blue sky.  Alternated silver&#44 black&#44 then white.,11/2/1999,47.6105556,-122.1994444
10/15/1994 19:00,neah bay,wa,us,sphere,1800,30 minutes,Metallic sphere floats in the sky...,5/2/2011,48.3683333,-124.6236111
10/15/1997 20:00,rosburg,wa,us,triangle,240,3-4 minutes,Triangular shaped object.,7/19/2010,46.3311111,-123.6372222
10/15/1999 03:00,conconully (conconully lake),wa,us,light,1800,maybe 30 min.,A very bright light shined through the window of cabin and with spotting scope and binoculars a father and son saw a bright light with,9/19/2002,48.5575000,-119.7486111
10/15/1999 20:15,seattle,wa,us,chevron,60,1 minute,4 lights in chevron-shape&#44 crossed north t south on clear night sky.  Lost sight of&#44 then shape came back south to north&#44 very fast.,10/19/1999,47.6063889,-122.3308333
10/15/2001 20:21,ferndale,wa,us,circle,3,3 sec,Quick white round ball heading in a east to west downward trend,11/20/2001,48.8466667,-122.5897222
10/15/2001 20:22,kent,wa,us,circle,1,1 sec.,Green ball of light,11/20/2001,47.3811111,-122.2336111
10/15/2001 20:22,port orchard,wa,us,circle,0.05,.05 seconds,Large blue circular object observed falling at a 45 degree angle in Kitsap County.,11/20/2001,47.5405556,-122.6350000
10/15/2001 20:22,renton,wa,us,cylinder,5,5 sec.,Blue/Green cylinder shaped object falling from the sky,11/20/2001,47.4830556,-122.2158333
10/15/2001 20:22,seattle,wa,us,circle,5,5 seconds,i saw a large flaming blue sphere west of seattle,11/20/2001,47.6063889,-122.3308333
10/15/2001 20:23,moses lake,wa,us,fireball,20,20 sec,A round green flare dropped slowly from the sky and landed on the ground,12/5/2001,47.1302778,-119.2769444
10/15/2001 20:45,north bend,wa,us,fireball,3,3 seconds,Falling Fire Ball seen in North Bend area of Washinton State.,11/20/2001,47.4958333,-121.7855556
10/15/2001 22:00,seattle,wa,us,fireball,5,evening hour,green fireball ocross nite sky,11/20/2001,47.6063889,-122.3308333
10/15/2002 03:00,bremerton,wa,us,sphere,1200,20 minutes,miniature lightning bolts shooting out of this thing&#44 coming out in all directions.,10/28/2002,47.5675000,-122.6313889
10/15/2002 07:30,seattle,wa,us,rectangle,120,2 minutes,Dark rectangle&#44 almost a cube; no lights&#44 no sound&#44 no wings&#44 no reflective surface&#44 seen in daylight,11/4/2002,47.6063889,-122.3308333
10/15/2002 19:45,lake forest park,wa,us,sphere,240,3-4 minutes,Lake Forest Park&#44 WA: On the evening of Tuesday 10/15/02 at approximately 7:45 PM PST&#44 a friend and I were in his backyard changing the,10/28/2002,47.7569444,-122.2797222
10/15/2003 20:30,aberdeen,wa,us,disk,15,15 sec,Dark colored semi-disked shaped craft flew over Aberdeen Wa.,12/12/2009,46.9755556,-123.8144444
10/15/2005 22:00,seattle,wa,us,cylinder,90,1.5 min,Cylindrical object hovering past my car at close range,4/27/2007,47.6063889,-122.3308333
10/15/2005 24:00,spanaway,wa,us,oval,1800,1:30 min,cloud inhaler,5/15/2006,47.1041667,-122.4333333
10/15/2007 19:45,bremerton,wa,us,light,420,about 5-7 min.,Red Ball moving slowly across Bremerton...,11/28/2007,47.5675000,-122.6313889
10/15/2009 22:00,seattle,wa,us,light,300,3 - 5 minutes,A flying light in Seattle to the west of the aurora bridge,12/12/2009,47.6063889,-122.3308333
10/15/2012 02:30,bonney lake,wa,us,unknown,5400,90 minutes,Repetative movements of light for 90 minutes,10/30/2012,47.1772222,-122.1852778
10/15/2013 21:45,blaine,wa,us,disk,300,~5:00 minutes,Bright yellow object that cast light on cloud cover above it and was a disk or saucer shape.,10/23/2013,48.9938889,-122.7458333
10/16/2002 07:30,renton,wa,us,cigar,180,3 minutes,Large cigar shaped object reflecting the sun in the morning sky.  Very slow moving if at all.,10/28/2002,47.4830556,-122.2158333
10/16/2003 22:30,sumner,wa,us,changing,6300,45 min-1hr.,Odd lights and shapes in Sumner&#44 Washington,10/31/2003,47.2033333,-122.2391667
10/16/2006 00:00,leavenworth,wa,us,circle,7200,2+hrs,On Nov. 16&#44 2006 as I saw this large object with a circumference of approximately ten feet.  ((NUFORC Note:  Possible star??  PD)),12/7/2006,47.5963889,-120.6602778
10/16/2006 18:40,puyallup,wa,us,light,60,1:00,extreme bright light,10/30/2006,47.1855556,-122.2916667
10/16/2007 21:10,marysville,wa,us,light,480,8 min,multiple lights moving across the sky north to south/southeast,11/28/2007,48.0519444,-122.1758333
10/16/2010 01:00,yakima,wa,us,other,7200,2 hrs,orb&#39s in yakima do not dissapoint,11/21/2010,46.6022222,-120.5047222
10/16/2012 22:30,olympia,wa,us,light,2,2 seconds max,Big&#44 bright&#44 white&#44 oval light with a blue flash falling fast in the sky over Olympia&#44 WA,10/30/2012,47.0380556,-122.8994444
10/17/1998 03:38,lake stevens,wa,us,light,120,2 minutes,Craft with unusual sound flies over dark and fog shrouded Lake Stevens while being pursued by fast moving car.,11/1/1998,48.0152778,-122.0625000
10/17/1999 15:05,covington,wa,us,changing,1800,30 minutes,While viewing &#39double dotted line&quot; contrail we sighted metallic craft&#44 followed later by more which sometimes appeared like spheres and,11/2/1999,47.3483333,-122.1136111
10/17/2001 21:30,battle ground,wa,us,light,300,5 minutes,Observed two hovering UFO&#39s&#44 one following the other.  It was dark&#44 partly cloudy with few stars visible.  The area I was in was rural,11/20/2001,45.7811111,-122.5322222
10/17/2002 05:21,renton,wa,us,light,2,2 seconds>,Very fast&#44 bright &#44 non blinking red light&#44 traveling north&#44 no sound,10/28/2002,47.4830556,-122.2158333
10/17/2002 19:13,seattle,wa,us,unknown,3,2-3 sec.,Peculiar&#44 shapeless object with several distinct lights seen streaking over Greenlake Park in Seattle.,10/28/2002,47.6063889,-122.3308333
10/17/2011 18:42,harrington,wa,us,light,20,15-20 seconds,Bizarre&#44 star-like light seen streaking across the clear and cloudless evening sky&#44 covering 120 deg. of arc in 15-20 sec. (est.).,10/19/2011,47.4811111,-118.2533333
10/17/2013 20:00,colville,wa,us,light,300,4-5 minutes,Small white light passing quickly across the sky&#44 dropping&#44 and disappearing after ~4 mins.  ((NUFORC Note:  ISS over-flight?  PD)),10/23/2013,48.5466667,-117.9044444
10/17/2013 21:00,silverdale,wa,us,light,900,15 minutes,Orange orbs&#44 lights in the night sky again.,10/23/2013,47.6447222,-122.6936111
10/18/1999 04:33,bellevue,wa,us,light,900,15 minutes,Vied a light that I thought was an aircraft with landing lights on at first. then I noticed no falshing green or red lights&#44 and the li,10/19/1999,47.6105556,-122.1994444
10/18/2000 20:45,seattle,wa,us,circle,15,10 to 15 seconds,If there are a such of things as green meteors&#44 then there must be little green  leprechauns driving them.,12/2/2000,47.6063889,-122.3308333
10/18/2003 11:15,everett,wa,us,sphere,30,30 seconds,Red&#44 blue&#44 and green lights&#44 in one sphere shaped object.,10/31/2003,47.9791667,-122.2008333
10/18/2003 17:00,north bend,wa,us,disk,300,five minutes,What appeared to be a disk zigzagged over a small town,10/31/2003,47.4958333,-121.7855556
10/18/2011 20:20,dupont,wa,us,formation,300,3-5 minutes,Large linear lights flying low in DuPont.,10/19/2011,47.0969444,-122.6300000
10/18/2011 22:15,bothell,wa,us,disk,480,8 minutes,I saw what appeared to be a flying saucer that glided over and past my car on my my way home from work at night.,10/25/2011,47.7625000,-122.2041667
10/18/2013 17:30,pullman,wa,us,light,600,10 minutes,Red planetary looking object sighted near full moon in eastern sky above Pullman&#44 WA,10/23/2013,46.7313889,-117.1786111
10/19/1995 05:30,rocky point,wa,us,,60,1 minute,Woman repts. being awakened by strange &quot;whine&#44 like a jet.&quot;  Went outside&#44 saw bizarre delta-shaped craft. Obj. changed shape&#33,11/2/1999,47.5930556,-122.6672222
10/19/1995 09:15,vancouver,wa,us,,180,3 min.,Fed. empl. (pilot &amp; a/c mech.) w/ 2 co-workers witness 2 metallic discs approach from E sky below contrails&#44 turn&#44 streak. Exclnt.,11/2/1999,45.6388889,-122.6602778
10/19/1998 12:42,vancouver,wa,us,light,5,3-5 seconds,I saw a green phosphorous light in the sky west from Vancouver Washington&#44 and a bit to the south&#44 appearing to drop with a very slight,11/1/1998,45.6388889,-122.6602778
10/19/1999 07:35,everson,wa,us,other,1500,20-25 min,looked like jet trail coming straight down like plane crashing.  Stopped and two more appeared in other same vacinity different angles.,11/2/1999,48.9202778,-122.3413889
10/19/2001 20:05,buckley,wa,us,triangle,25,25 seconds,Triangular objects with blue&#44 white&#44 and red lights&#44 very bright strobes in unison along with bigger white lights at 3 points,11/20/2001,47.1633333,-122.0255556
10/19/2001 22:00,bothell,wa,us,unknown,180,3 min.,flshing lights&#44 darting around very quickly.,11/20/2001,47.7625000,-122.2041667
10/19/2010 18:30,seattle,wa,us,light,5,5 seconds,A moment later I looked up again and saw two lights (only slightly smaller and less bright than the planet) below Jupiter.,11/21/2010,47.6063889,-122.3308333
10/19/2010 19:00,kirkland,wa,us,light,600,10 minutes,2 light formations circling venus,11/21/2010,47.6816667,-122.2075000
10/19/2010 19:00,tacoma,wa,us,light,10,5-10 seconds,Two of three lights in what appears to be a constellation drift off and disappear in Tacoma&#44 WA,11/21/2010,47.2530556,-122.4430556
10/19/2011 23:30,pasco,wa,us,formation,300,5 min,Strange man in alley followed by humming balls of light in the sky.,10/25/2011,46.2397222,-119.0994444
10/19/2012 05:00,everett,wa,us,circle,180,2 - 3 minutes,Non-blinking white spherical-shaped object traveled northwest to southeast - appeared to be a very large meteor falling thru atmosphere,10/30/2012,47.9791667,-122.2008333
10/19/2012 09:03,tacoma,wa,us,oval,60,1 minute,Bight Glowing orange orb that dimmed and would go bright again.It stopped for  30 seconds then accelarated and disappeared.Heading East,10/30/2012,47.2530556,-122.4430556
10/20/1988 21:30,spokane,wa,us,changing,1200,15-20 minutes,A huge&#44 sharp &#39V&#39 formation of apprximately 25 to 30 round white disks flies slowly over a suburban area,12/2/2000,47.6588889,-117.4250000
10/20/1997 08:45,gig harbor,wa,us,light,60,30 seconds to 1 minute,I saw my first UFO when I was on my way to school as a child.,12/12/2011,47.3294444,-122.5788889
10/20/1998 17:30,spokane,wa,us,sphere,3,2-3 sec,An object about the size of a large grapefruit&#44spherical&#44dull silver&#44no lights or appendages&#44came into view from the west at roughly a,7/5/1999,47.6588889,-117.4250000
10/20/1999 01:30,seattle,wa,us,sphere,300,3 to 5 minutes,11/20/99 1:30am purple glowing sphere moves in a straight line across a clear starry quarter moon night.,3/16/2001,47.6063889,-122.3308333
10/20/1999 22:20,spanaway,wa,us,unknown,10,10sec,driving north on hwy 7 approximately 22:30hrs on oct 20&#44 1999&#44 out of the corner i saw a streak of light&#44 traveling from the nw to the,11/2/1999,47.1041667,-122.4333333
10/20/1999 22:25,shoreline,wa,us,fireball,2.5,2.5 seconds,A bright&#44 orange and yellowish light that shot from East to West across the sky keeping the same heighth and precision.  Very close to,11/2/1999,47.7558333,-122.3402778
10/20/1999 22:30,montesano,wa,us,fireball,10,5 - 10 sec,streaking fireball appeared and then disappeared and then reppeared. low angle of trajectory and very bright.,11/2/1999,46.9813889,-123.6013889
10/20/1999 22:30,tumwater,wa,us,fireball,4,4 sec.,Green fireball going east to west across the sky.,11/2/1999,47.0075000,-122.9080556
10/20/1999 22:35,kingston,wa,us,light,3,3 seconds,One object consisting of 1 large and 2 small bright white lights flew over road at very low altitude.,11/2/1999,47.7988889,-122.4969444
10/20/2002 18:00,curlew,wa,us,sphere,60,1 minute,This object was in a cloud on a perfecly cloudless afternoon&#44 seen lights red and white going around object also heard NO sound at all.,11/4/2002,48.8855556,-118.5983333
10/20/2006 18:30,bellevue,wa,us,chevron,120,1-2 minutes,Chevron-shaped object over Seattle/Bellevue,10/30/2006,47.6105556,-122.1994444
10/20/2010 19:00,spokane,wa,us,oval,120,120 seconds,The four (5)of us watched as two glowing objects flew slowly in the sky from the east.  They were flying one directly behind the other,11/21/2010,47.6588889,-117.4250000
10/20/2012 23:30,snohomish,wa,us,unknown,300,5 minutes,Bright orange thing with beams coming out of it changing colors flying across the sky,10/30/2012,47.9130556,-122.0969444
10/20/2013 18:57,spokane,wa,us,flash,30,30 seconds,Two small&#44 intense&#44 blinking lights circled above Spokane Valley&#44 WA.  ((NUFORC Note:  Advertising lights??  PD)),10/23/2013,47.6588889,-117.4250000
10/21/1999 22:35,auburn,wa,us,light,2,2 seconds,I was sitting in the family room of my home with windows facing North toward backyard when my attention was suddenly drawn to a very br,11/2/1999,47.3075000,-122.2272222
10/21/2006 07:10,seattle,wa,us,triangle,30,30 seconds,Gigantic triangle flys over Seatac and makes hard left turn.,10/30/2006,47.6063889,-122.3308333
10/21/2011 06:59,seattle,wa,us,unknown,120,2 min,Stationary object&#44 Very brightlights&#44 swooped to the NW into a fog bank.,10/25/2011,47.6063889,-122.3308333
10/21/2011 22:20,renton,wa,us,diamond,20,:20,Gray translucent elongated diamond in shape with a tail,3/13/2012,47.4830556,-122.2158333
10/2/1994 24:00,bingen,wa,us,fireball,900,15minutes to an hour,I was car camping with some friends at Bingen Marina. I was awakened by what I thought was a car pulling into the parking lot.  (no car,4/2/1999,45.7150000,-121.4633333
